date,species,origin,destination,bird_count,distance_km,temperature_c,wind_speed_kmh,precipitation_mm,breeding_success_rate
2020-02-23,American Robin,Canada,Mexico,50,4500,20.354918099752048,21.627429801250024,0.7356949346407542,0.7898314411278375
2020-02-23,Canada Goose,Northern US,Central America,51,3000,4.7961675273784525,5.5756535262667795,2.8141149053251713,0.6721857308120789
2020-02-23,Sandhill Crane,Canada,Mexico,52,4500,12.309055620710495,16.096312170844513,0.19082497038761215,0.735838219590137
2020-02-23,Peregrine Falcon,Alaska,Argentina,50,17000,31.28615545571292,22.247274174934905,5.972380830749335,0.38824408855742276
2020-02-23,Osprey,Alaska,Argentina,50,17000,1.1989854178510857,14.182715124765226,7.827306195161183,0.5955708563957218
2020-02-23,Red Knot,Greenland,Brazil,43,9000,19.850941116132752,14.20238317967144,1.7578266347836338,0.5401802933461688
2020-02-23,Warbler,Northern US,Central America,43,3000,-5.625256739117496,22.935768198120236,1.2847622832931873,0.7005346431126164
2020-03-01,Arctic Tern,Canada,Mexico,204,4500,9.96762514334252,11.95238428965367,0.06464287346844089,0.6292291855244452
2020-03-01,Barn Swallow,Greenland,Brazil,198,9000,25.453127930076107,12.28539722096151,1.4000103694286608,0.7142368971776192
2020-03-01,Ruby-throated Hummingbird,Alaska,Argentina,177,17000,16.22505498339519,8.139553654323874,0.9473357576063111,0.3015570146301879
2020-03-01,American Robin,Northern US,Central America,214,3000,34.73460891602558,8.690420387127546,0.4697980623630665,0.5222832616748292
2020-03-01,Canada Goose,Canada,Mexico,211,4500,12.470806958930051,7.954781838124534,0.285702354052595,0.7122993032419986
2020-03-01,Sandhill Crane,Arctic,Antarctic,201,19000,16.2743440666809,13.948247336469093,1.5212135981105799,0.44548230218083784
2020-03-01,Peregrine Falcon,Alaska,Argentina,210,17000,26.895997812847487,6.784086574241124,1.5328795538971929,0.43992984692988074
2020-03-01,Osprey,Greenland,Brazil,204,9000,17.233361586963554,20.783424772146766,1.3800728436977703,0.3521521728524542
2020-03-01,Red Knot,Canada,Mexico,202,4500,-5.075680213627738,11.748936677438362,4.598130532616956,0.6645331333761437
2020-03-01,Warbler,Arctic,Antarctic,204,19000,25.67456172234752,7.035649452408075,0.33177658517965175,0.4475746370307049
2020-03-08,Arctic Tern,Northern US,Central America,217,3000,22.974842044783145,5.106000127952108,7.383139174169704,0.5944492675552707
2020-03-08,Barn Swallow,Arctic,Antarctic,215,19000,16.45204060285458,15.700734640898212,1.2948930313032483,0.803149535221575
2020-03-08,Ruby-throated Hummingbird,Greenland,Brazil,186,9000,17.79757349786709,9.848194648301604,0.2439665442882709,0.6663720254649796
2020-03-08,American Robin,Greenland,Brazil,200,9000,-12.409548444597014,11.412843843190286,1.8022284475536212,0.5215382889059377
2020-03-08,Canada Goose,Canada,Mexico,202,4500,21.266160675329846,6.757362224853136,0.2989145601894921,0.3016265396485978
2020-03-08,Sandhill Crane,Alaska,Argentina,204,17000,4.873819290869685,13.236818282945372,0.8580866034079496,0.8577174865486956
2020-03-08,Peregrine Falcon,Northern US,Central America,240,3000,16.69729284390374,8.624661323313203,0.13762063494499374,0.7446723895740355
2020-03-08,Osprey,Northern US,Central America,216,3000,15.893939191456495,20.905346237197804,0.4503595461340459,0.3981935657194227
2020-03-08,Red Knot,Greenland,Brazil,186,9000,22.423649162591182,11.323931645929893,1.7749531310619704,0.7097892380502795
2020-03-08,Warbler,Arctic,Antarctic,205,19000,17.43456510699888,13.77489350776678,1.7230666756322246,0.5132174710910375
2020-03-15,Arctic Tern,Canada,Mexico,202,4500,6.151840580820151,23.796642472269504,1.9761538578696525,0.5009433687942517
2020-03-15,Barn Swallow,Northern US,Central America,213,3000,17.86941261224298,15.66922183952643,4.486606661072891,0.7731583267347185
2020-03-15,Ruby-throated Hummingbird,Alaska,Argentina,192,17000,30.097713124596233,22.53531273523499,0.8373491870901855,0.7927543828032078
2020-03-15,American Robin,Northern US,Central America,198,3000,19.02034480046922,15.045766949250602,1.5524517451695534,0.5918144891973647
2020-03-15,Canada Goose,Northern US,Central America,209,3000,28.85903321291099,15.854488866951923,0.5801673985188198,0.5074175961023517
2020-03-15,Sandhill Crane,Arctic,Antarctic,236,19000,25.086029498488358,9.54701966059974,1.1018959429301343,0.4727577698854357
2020-03-15,Peregrine Falcon,Arctic,Antarctic,183,19000,39.45751979616826,5.36220367641681,4.113387045081393,0.8592709694901675
2020-03-15,Osprey,Northern US,Central America,224,3000,16.292211819752275,5.46045209575275,2.1074721823845293,0.7627480011118428
2020-03-15,Red Knot,Canada,Mexico,173,4500,8.72581115622523,8.726417589882413,3.6340411915143633,0.4992878475929634
2020-03-15,Warbler,Arctic,Antarctic,204,19000,10.046107570687532,6.095232776440627,0.8165297726014823,0.7817120691588069
2020-03-22,Arctic Tern,Greenland,Brazil,204,9000,25.517834670159,23.459204635969698,1.2535960579025431,0.5885021868534441
2020-03-22,Barn Swallow,Arctic,Antarctic,198,19000,12.526322491398954,14.048790322653868,0.3036398438627741,0.405832191903734
2020-03-22,Ruby-throated Hummingbird,Northern US,Central America,197,3000,25.804598690053496,17.645285758390607,0.026361889651318453,0.6981224232100264
2020-03-22,American Robin,Alaska,Argentina,237,17000,-3.4490524029609375,13.292482474540474,0.17842687530100626,0.8981245511075684
2020-03-22,Canada Goose,Alaska,Argentina,191,17000,1.3729639646002099,20.99564044148539,0.8596805642516815,0.5809390970648276
2020-03-22,Sandhill Crane,Alaska,Argentina,203,17000,-4.112536798940241,20.51055233390021,1.2076693005872434,0.614634161596548
2020-03-22,Peregrine Falcon,Northern US,Central America,199,3000,11.434679100559233,11.687256226209644,0.15701173334617,0.7519477324484706
2020-03-22,Osprey,Canada,Mexico,190,4500,17.382962621214485,13.174683421961928,0.05142829746529406,0.3936915584197142
2020-03-22,Red Knot,Canada,Mexico,218,4500,-1.225236301977521,8.922261993869057,1.408448123053322,0.6570293878202524
2020-03-22,Warbler,Alaska,Argentina,213,17000,18.409883522771338,18.054922157037495,0.5440972444179905,0.3596648356556071
2020-03-29,Arctic Tern,Arctic,Antarctic,182,19000,8.965637450972373,17.664815498219212,2.6628898548847464,0.8088768572801301
2020-03-29,Barn Swallow,Greenland,Brazil,219,9000,12.428777287527817,19.07892270277019,4.829806257661441,0.6748567626259507
2020-03-29,Ruby-throated Hummingbird,Arctic,Antarctic,190,19000,-0.5662917352390373,17.482978156982682,1.0532720785596223,0.6312283085111882
2020-03-29,American Robin,Canada,Mexico,218,4500,21.060099513456397,24.490945303977398,3.0260637101735104,0.3685427555522381
2020-03-29,Canada Goose,Arctic,Antarctic,221,19000,11.36387787786144,10.373547187698922,1.5601755113595925,0.6800869318956884
2020-03-29,Sandhill Crane,Alaska,Argentina,182,17000,14.430543762789325,24.68804361407104,1.4917890939441738,0.4030075715089821
2020-03-29,Peregrine Falcon,Greenland,Brazil,180,9000,19.08252755714472,18.028407767037287,3.5408783848447203,0.42385276305636194
2020-03-29,Osprey,Canada,Mexico,182,4500,-2.0258360423784048,10.329967867417643,2.634914522690444,0.4504383963369587
2020-03-29,Red Knot,Greenland,Brazil,207,9000,13.418985099298014,12.662770564989948,1.463433865245362,0.328179580065033
2020-03-29,Warbler,Northern US,Central America,236,3000,23.06593247913687,6.806739211552157,2.9479436335455147,0.3409498232124549
2020-04-05,Arctic Tern,Arctic,Antarctic,191,19000,5.241267470226672,16.328092805937942,1.2927195733805235,0.6982026992175889
2020-04-05,Barn Swallow,Greenland,Brazil,199,9000,25.536417966078396,15.796855578163868,0.35350747873399796,0.8049177961860261
2020-04-05,Ruby-throated Hummingbird,Alaska,Argentina,200,17000,26.49273326285676,7.131965062675436,0.15622101158449403,0.7369132537221621
2020-04-05,American Robin,Alaska,Argentina,209,17000,7.968235748741126,14.193630255222622,0.15794228647517908,0.34665920644737425
2020-04-05,Canada Goose,Northern US,Central America,208,3000,-2.6286692887104017,6.831641466532683,4.985399687075283,0.38209117855137686
2020-04-05,Sandhill Crane,Canada,Mexico,208,4500,26.441352026164182,6.734104237243672,6.348320902975126,0.7550354483674089
2020-04-05,Peregrine Falcon,Greenland,Brazil,211,9000,15.397416959104271,23.0672762527205,2.0806768693230886,0.715905126874155
2020-04-05,Osprey,Alaska,Argentina,230,17000,15.113484789762193,19.11150345031377,5.187167114950511,0.4083452070764001
2020-04-05,Red Knot,Greenland,Brazil,199,9000,18.575262438372203,8.851980555712608,0.24497270567139168,0.5530575958383075
2020-04-05,Warbler,Greenland,Brazil,199,9000,9.127305822338212,21.890987970701406,0.7686810430390687,0.7973492844904064
2020-04-12,Arctic Tern,Alaska,Argentina,206,17000,6.442252505874288,22.699967130465623,1.5111737108764265,0.564619297048897
2020-04-12,Barn Swallow,Northern US,Central America,203,3000,42.41878340269916,15.76802980761575,2.1673794229439567,0.742713460143915
2020-04-12,Ruby-throated Hummingbird,Alaska,Argentina,220,17000,15.822839892754242,23.781353970257925,3.2067450460462505,0.8987604663200026
2020-04-12,American Robin,Northern US,Central America,169,3000,25.654803750653514,5.751935464125218,1.307012061053369,0.6484543243363967
2020-04-12,Canada Goose,Northern US,Central America,197,3000,6.273693726289892,7.209482262627893,0.875838663188233,0.47234339499244904
2020-04-12,Sandhill Crane,Northern US,Central America,209,3000,22.936579419803536,10.545312913935472,4.823441050664288,0.3270604063321939
2020-04-12,Peregrine Falcon,Alaska,Argentina,195,17000,20.63078873972571,24.646610301601633,4.311763778912937,0.6604790678653188
2020-04-12,Osprey,Greenland,Brazil,173,9000,-0.32527341917321273,21.75651470566491,0.5242085056399481,0.7983855106503748
2020-04-12,Red Knot,Canada,Mexico,167,4500,19.685634933715225,17.595558459923062,0.48751927750200036,0.6109562200058354
2020-04-12,Warbler,Northern US,Central America,196,3000,20.081897774921302,18.920412361075844,0.3342257695870137,0.7894998749943707
2020-04-19,Arctic Tern,Greenland,Brazil,188,9000,30.475052013300616,6.829736747955097,4.198649622582847,0.45936002555322364
2020-04-19,Barn Swallow,Northern US,Central America,199,3000,32.95877673095522,22.043870666940155,0.07212992187326486,0.4974308192219226
2020-04-19,Ruby-throated Hummingbird,Alaska,Argentina,202,17000,-2.4854698495752636,10.195075675206525,2.570511159994137,0.5975254410472626
2020-04-19,American Robin,Greenland,Brazil,187,9000,2.426596995711554,6.522617189806004,3.8103972460884097,0.5970879162083846
2020-04-19,Canada Goose,Greenland,Brazil,222,9000,20.4466744431839,22.28985760614697,2.6478407539591986,0.612756187308249
2020-04-19,Sandhill Crane,Northern US,Central America,209,3000,35.16887544186916,18.949429233385672,2.27974858345773,0.6711668269291107
2020-04-19,Peregrine Falcon,Northern US,Central America,184,3000,13.328819196831457,11.702377085182839,2.7213176063214832,0.3964559376289849
2020-04-19,Osprey,Northern US,Central America,202,3000,16.467136864333227,10.17376661395816,0.42919252879963143,0.3504589346807908
2020-04-19,Red Knot,Arctic,Antarctic,190,19000,29.951337455174116,7.139612776539169,2.8628169614729657,0.6247599472056662
2020-04-19,Warbler,Canada,Mexico,193,4500,17.1363042442851,23.64056211020035,0.21630599533054923,0.8623370923418707
2020-04-26,Arctic Tern,Northern US,Central America,173,3000,11.370427210312926,16.643409203525465,0.8489382630227224,0.6725493106604863
2020-04-26,Barn Swallow,Arctic,Antarctic,207,19000,16.74639269367828,17.951472868038152,1.8047552355093497,0.5301673562433731
2020-04-26,Ruby-throated Hummingbird,Greenland,Brazil,199,9000,9.448004733068016,10.472533325633318,11.703057523313959,0.5557087813415837
2020-04-26,American Robin,Greenland,Brazil,217,9000,33.8115706944059,21.51841531599793,0.7087107894626319,0.8039682988034831
2020-04-26,Canada Goose,Northern US,Central America,206,3000,21.50201177958661,13.394546338522446,2.0351300354602055,0.5385566387776766
2020-04-26,Sandhill Crane,Alaska,Argentina,198,17000,14.00824136220617,11.414854808762549,2.577774019211864,0.7475022072185786
2020-04-26,Peregrine Falcon,Arctic,Antarctic,194,19000,20.05501810611491,8.710510314062423,4.059371009459821,0.7659581116750451
2020-04-26,Osprey,Arctic,Antarctic,216,19000,14.7107511582513,17.524406432628307,0.28138797185516495,0.3195157076947511
2020-04-26,Red Knot,Northern US,Central America,242,3000,31.381127495476406,9.950799112067504,1.6347589628076777,0.43532408546624124
2020-04-26,Warbler,Northern US,Central America,172,3000,30.010388400044604,10.379868088701954,3.1946145800639236,0.48621717535414427
2020-05-03,Arctic Tern,Greenland,Brazil,183,9000,5.629779956000743,24.4939970374138,2.5594600617493075,0.6941903145386958
2020-05-03,Barn Swallow,Alaska,Argentina,218,17000,31.18802025020598,5.792376506967143,1.3098036830042166,0.3629581070509049
2020-05-03,Ruby-throated Hummingbird,Alaska,Argentina,179,17000,14.859628906568888,9.206991598377371,0.8493465212721869,0.7654828414757737
2020-05-03,American Robin,Canada,Mexico,193,4500,11.168174820139269,6.7573299828966675,0.8634957821673652,0.3199218652748199
2020-05-03,Canada Goose,Northern US,Central America,194,3000,24.19302869707755,5.823669905585433,2.2196627256993735,0.8709299846131962
2020-05-03,Sandhill Crane,Greenland,Brazil,209,9000,20.52524085258385,23.724244924873798,0.10674097135801607,0.6247778011806423
2020-05-03,Peregrine Falcon,Canada,Mexico,227,4500,27.651972516236988,17.24515971762316,1.3248419940203138,0.6964920709795505
2020-05-03,Osprey,Northern US,Central America,204,3000,20.593592087283312,14.618076628979697,0.08321566077611024,0.39839968859369834
2020-05-03,Red Knot,Arctic,Antarctic,210,19000,12.016965054485532,17.314840438844854,0.7980242602988579,0.5821095556179992
2020-05-03,Warbler,Greenland,Brazil,185,9000,36.63656499224737,18.17415551001752,1.3790902174468676,0.6332181305625788
2020-05-10,Arctic Tern,Canada,Mexico,206,4500,10.103005254716898,6.630529791048534,1.0325521045502128,0.432336674953394
2020-05-10,Barn Swallow,Alaska,Argentina,216,17000,45.94049015620951,24.215611029739538,1.0753913782425353,0.8077471752114296
2020-05-10,Ruby-throated Hummingbird,Greenland,Brazil,194,9000,17.24451818559972,13.77230838379181,2.583843134977741,0.5920013648548217
2020-05-10,American Robin,Canada,Mexico,204,4500,25.470983026121544,18.100186776642172,9.690237391073989,0.470312717165187
2020-05-10,Canada Goose,Greenland,Brazil,187,9000,28.768034928789294,7.631353702545196,2.5163298182542198,0.8454195123993846
2020-05-10,Sandhill Crane,Canada,Mexico,185,4500,22.77016095757289,14.845557128960696,0.5679939399887409,0.8224499407635069
2020-05-10,Peregrine Falcon,Alaska,Argentina,207,17000,1.749235290639529,12.980918922742221,3.9036628454095847,0.30541824247773014
2020-05-10,Osprey,Alaska,Argentina,212,17000,25.730521590031266,24.396420901570895,1.2095018443294756,0.44163027800787835
2020-05-10,Red Knot,Arctic,Antarctic,198,19000,34.51034298020019,7.915131364895034,1.1936162793884995,0.6527306226662322
2020-05-10,Warbler,Northern US,Central America,209,3000,9.10021409585556,8.352384325766353,0.07472145601896547,0.7418412090393844
2020-05-17,Arctic Tern,Greenland,Brazil,201,9000,10.322872278591431,22.28432355348338,1.6335255080606605,0.6239435037013275
2020-05-17,Barn Swallow,Northern US,Central America,190,3000,32.911437868626265,15.62339056002064,5.516762410803933,0.32360612440110575
2020-05-17,Ruby-throated Hummingbird,Arctic,Antarctic,198,19000,15.786351903160906,5.831457181007842,0.32114330267283786,0.8919780737753082
2020-05-17,American Robin,Arctic,Antarctic,206,19000,-4.982006845321077,14.094797112677181,1.4496721373955421,0.5933079481541521
2020-05-17,Canada Goose,Northern US,Central America,201,3000,15.638563013341429,8.247637893246418,0.4173698747437186,0.7384976849225259
2020-05-17,Sandhill Crane,Greenland,Brazil,198,9000,16.205899338907106,8.542995788947717,2.3593797527607077,0.8028691737888662
2020-05-17,Peregrine Falcon,Canada,Mexico,195,4500,21.684681295291107,22.292176719100734,2.926518114010951,0.36786589144594384
2020-05-17,Osprey,Alaska,Argentina,208,17000,9.831031371102164,9.313503047954343,2.1510739873361775,0.5363186433924951
2020-05-17,Red Knot,Greenland,Brazil,203,9000,18.424277652212748,11.36223107236239,4.0263889747479595,0.8960021624151773
2020-05-17,Warbler,Greenland,Brazil,213,9000,3.8837467226127327,19.768984185026532,4.215938201916679,0.5424841929906198
2020-05-24,Arctic Tern,Northern US,Central America,207,3000,22.21466273785074,13.71166629625866,3.4056762127717266,0.3721254332223651
2020-05-24,Barn Swallow,Alaska,Argentina,193,17000,21.35396932214897,17.19663610997389,1.6576539981061431,0.5282518225396786
2020-05-24,Ruby-throated Hummingbird,Greenland,Brazil,198,9000,2.0685467635384214,6.463918475368873,1.8498991906369124,0.7009276791330098
2020-05-24,American Robin,Canada,Mexico,211,4500,8.99026036996639,15.847273299594766,6.051499019959696,0.8083004168235446
2020-05-24,Canada Goose,Northern US,Central America,195,3000,25.225704320096405,17.158101855868892,2.8953462575737623,0.7877914432296562
2020-05-24,Sandhill Crane,Canada,Mexico,209,4500,39.39752406339273,21.447868376341162,1.1272650086844143,0.8380285739040736
2020-05-24,Peregrine Falcon,Greenland,Brazil,221,9000,13.111033122155247,7.02841656898433,1.3305650977988233,0.45406594063230477
2020-05-24,Osprey,Northern US,Central America,207,3000,20.530732764404796,15.645204266780803,1.739444416313131,0.3537758034929653
2020-05-24,Red Knot,Canada,Mexico,196,4500,15.914341275589964,7.4644530834433205,3.9238972673145214,0.7798686572544131
2020-05-24,Warbler,Alaska,Argentina,203,17000,28.144024247694727,24.258537504751597,1.3215367426536142,0.783595529865095
2020-05-31,Arctic Tern,Alaska,Argentina,195,17000,17.47497796837211,16.870771382462944,3.1572728757499084,0.6879635480537161
2020-05-31,Barn Swallow,Canada,Mexico,194,4500,37.5045476781627,20.39889400503358,1.6267331241113303,0.4533869986855634
2020-05-31,Ruby-throated Hummingbird,Northern US,Central America,190,3000,33.195730466986554,6.910706276693364,1.9555841381307484,0.5710606072423374
2020-05-31,American Robin,Canada,Mexico,183,4500,6.718060187342363,22.38519249302105,1.2806995053032828,0.6212148611055965
2020-05-31,Canada Goose,Greenland,Brazil,206,9000,-0.3694796002632046,12.818119918110293,1.805152095078644,0.5980601153155016
2020-05-31,Sandhill Crane,Canada,Mexico,190,4500,17.67751224364462,18.51682490174752,1.1693640589543508,0.5674745487463374
2020-05-31,Peregrine Falcon,Alaska,Argentina,181,17000,20.689830791852753,10.483213331196117,0.16550137469559495,0.35139494975785834
2020-05-31,Osprey,Alaska,Argentina,204,17000,31.28396623128538,12.339121584096013,0.8418494128586207,0.6702934700373882
2020-05-31,Red Knot,Greenland,Brazil,201,9000,8.781816994936086,15.800238292090212,4.241845632979484,0.6905264214283166
